amount,release_year,rental_rate,length,replacement_cost,NC_17,PG,PG_13,R_rated,extra_fees,trailers,deleted_scenes,behind_scenes,commentaries
2.99,2007,2.99,185,23.99,0,0,0,0,0,0,1,0,0
4.99,2010,4.99,162,23.99,0,0,1,0,0,0,1,1,1
5.99,2007,2.99,160,20.99,0,0,0,1,1,0,1,0,0
7.99,2007,4.99,84,9.99,0,0,0,0,1,1,0,1,1
0.99,2007,0.99,155,24.99,0,0,0,1,0,1,0,0,0
8.99,2004,2.99,123,21.99,1,0,0,0,1,1,0,1,1
4.99,2010,4.99,127,21.99,0,0,0,1,0,1,0,0,0
2.99,2007,2.99,152,21.99,1,0,0,0,0,1,0,1,1
5.99,2007,2.99,184,11.99,1,0,0,0,1,0,0,1,1
4.99,2008,2.99,85,18.99,0,1,0,0,1,1,1,1,0
3.99,2005,0.99,135,12.99,1,0,0,0,1,0,1,0,1
2.99,2006,0.99,99,29.99,1,0,0,0,1,1,0,0,1
4.99,2008,0.99,46,28.99,0,0,1,0,1,0,1,1,1
2.99,2007,2.99,89,25.99,1,0,0,0,0,1,0,0,1
5.99,2007,0.99,100,20.99,0,1,0,0,1,0,1,0,1
1.99,2005,0.99,143,16.99,0,0,1,0,1,1,0,1,1
4.99,2008,4.99,182,18.99,0,0,0,1,0,1,1,1,1
4.99,2004,4.99,137,23.99,1,0,0,0,0,0,1,0,1
7.99,2010,4.99,167,24.99,0,0,1,0,1,0,1,0,0
6.99,2007,4.99,84,9.99,0,0,0,0,1,1,0,1,1
6.99,2009,2.99,63,15.99,0,0,0,1,1,0,0,0,1
0.99,2007,0.99,176,19.99,0,0,0,1,0,0,1,1,1
4.99,2007,4.99,121,26.99,0,1,0,0,0,0,0,0,1
5.99,2007,0.99,63,26.99,0,0,0,1,1,0,0,0,1
0.99,2010,0.99,50,13.99,0,0,1,0,0,0,0,1,0
7.99,2007,2.99,74,15.99,0,0,0,0,1,1,0,0,0
2.99,2004,0.99,82,14.99,0,0,0,1,1,1,0,1,0
2.99,2005,2.99,89,16.99,0,0,1,0,0,0,0,1,1
4.99,2008,4.99,63,24.99,1,0,0,0,0,1,1,0,0
2.99,2006,2.99,131,23.99,1,0,0,0,0,1,0,0,0
6.99,2006,2.99,172,24.99,0,1,0,0,1,1,0,0,0
5.99,2010,0.99,104,19.99,0,0,0,1,1,0,0,0,1
2.99,2004,0.99,100,27.99,0,0,0,0,1,0,0,1,0
2.99,2009,2.99,82,17.99,0,0,1,0,0,0,1,1,1
0.99,2010,0.99,86,20.99,0,1,0,0,0,0,1,1,0
3.99,2010,2.99,173,11.99,1,0,0,0,1,0,0,0,1
3.99,2004,0.99,141,27.99,0,0,1,0,1,0,1,0,0
0.99,2009,0.99,109,16.99,0,0,1,0,0,1,1,1,1
2.99,2004,0.99,108,13.99,0,0,0,0,1,1,1,1,1
5.99,2004,0.99,103,23.99,1,0,0,0,1,0,1,1,1
0.99,2008,0.99,133,23.99,0,0,1,0,0,1,0,1,1
7.99,2010,4.99,83,14.99,0,0,1,0,1,1,0,1,0
2.99,2010,2.99,91,24.99,0,1,0,0,0,1,0,1,0
7.99,2010,2.99,92,19.99,1,0,0,0,1,1,0,0,0
0.99,2007,0.99,151,19.99,0,0,0,1,0,0,0,1,1
4.99,2006,4.99,102,11.99,0,0,1,0,0,0,1,0,1
7.99,2009,4.99,53,27.99,0,1,0,0,1,0,1,1,1
1.99,2004,0.99,134,20.99,0,0,0,1,1,1,1,1,1
3.99,2010,0.99,101,16.99,1,0,0,0,1,0,0,1,1
0.99,2004,0.99,58,27.99,0,0,1,0,0,0,0,1,0
2.99,2007,2.99,145,23.99,0,0,0,1,0,0,0,0,1
8.99,2005,4.99,100,20.99,0,1,0,0,1,1,1,1,0
4.99,2004,2.99,174,16.99,1,0,0,0,1,1,0,1,0
4.99,2006,4.99,180,13.99,1,0,0,0,0,0,0,0,1
1.99,2008,0.99,140,29.99,0,0,0,1,1,0,1,0,0
2.99,2009,0.99,150,26.99,0,0,1,0,1,1,1,1,0
2.99,2004,2.99,174,16.99,1,0,0,0,0,1,0,1,0
0.99,2010,0.99,133,27.99,0,0,1,0,0,1,1,1,1
3.99,2006,0.99,97,14.99,0,1,0,0,1,1,0,1,0
4.99,2006,4.99,46,27.99,0,1,0,0,0,0,0,1,1
4.99,2006,0.99,120,21.99,0,0,1,0,1,0,0,1,0
4.99,2009,0.99,109,16.99,0,0,1,0,1,1,1,1,1
2.99,2004,2.99,167,20.99,0,0,0,1,0,1,0,0,0
1.99,2005,0.99,105,25.99,0,0,0,0,1,1,0,0,0
4.99,2004,0.99,72,14.99,0,1,0,0,1,1,1,1,1
4.99,2009,4.99,56,20.99,0,0,0,0,0,1,0,1,1
6.99,2004,0.99,108,13.99,0,0,0,0,1,1,1,1,1
4.99,2010,2.99,146,25.99,0,0,1,0,1,1,1,1,1
0.99,2006,0.99,112,9.99,0,0,1,0,0,1,0,0,0
4.99,2009,2.99,98,27.99,0,0,1,0,1,1,1,0,1
2.99,2009,2.99,156,14.99,0,0,0,0,0,1,0,1,0
2.99,2006,0.99,113,14.99,0,0,0,1,1,0,1,0,0
2.99,2009,2.99,176,11.99,0,1,0,0,0,1,1,0,0
2.99,2010,0.99,157,10.99,0,1,0,0,1,0,1,1,1
2.99,2010,2.99,115,16.99,0,1,0,0,0,1,0,0,1
1.99,2009,0.99,48,28.99,1,0,0,0,1,0,0,1,1
4.99,2004,0.99,119,17.99,1,0,0,0,1,0,0,1,0
2.99,2004,2.99,131,28.99,0,0,0,1,0,0,1,0,0
6.99,2008,4.99,120,18.99,0,0,0,1,1,1,0,1,0
4.99,2007,4.99,168,28.99,0,1,0,0,0,0,0,1,0
0.99,2005,0.99,110,10.99,0,0,0,1,0,0,1,0,0
3.99,2005,2.99,76,19.99,1,0,0,0,1,0,0,1,1
0.99,2005,0.99,184,9.99,0,0,1,0,0,0,1,1,0
0.99,2004,0.99,50,13.99,0,1,0,0,0,1,1,0,0
4.99,2009,4.99,62,28.99,0,0,1,0,0,1,1,0,0
2.99,2010,2.99,115,16.99,0,1,0,0,0,1,0,0,1
0.99,2004,0.99,138,15.99,1,0,0,0,0,0,1,1,1
4.99,2006,4.99,88,17.99,0,0,0,1,0,0,1,0,1
4.99,2009,4.99,102,13.99,0,1,0,0,0,1,0,0,1
10.99,2006,4.99,135,19.99,0,0,1,0,1,0,0,1,0
4.99,2007,0.99,74,20.99,0,1,0,0,1,1,1,0,1
5.99,2008,4.99,102,25.99,0,0,0,0,1,0,1,0,0
0.99,2005,0.99,135,20.99,0,0,0,0,0,1,1,0,0
5.99,2010,4.99,162,23.99,0,0,1,0,1,0,1,1,1
2.99,2006,0.99,151,26.99,0,0,0,0,1,1,1,1,1
2.99,2006,0.99,117,12.99,0,1,0,0,1,1,1,0,0
4.99,2009,4.99,178,26.99,0,0,1,0,0,1,1,1,0
1.99,2004,0.99,143,29.99,0,0,1,0,1,1,1,1,1
2.99,2008,2.99,112,13.99,0,0,1,0,0,1,1,1,1
2.99,2006,2.99,130,28.99,0,0,0,0,0,0,1,0,0
8.99,2005,4.99,112,14.99,0,0,0,1,1,0,0,0,1
8.99,2007,4.99,184,12.99,0,0,0,0,1,1,1,0,0
1.99,2008,0.99,99,10.99,0,0,0,0,1,1,0,0,0
2.99,2006,2.99,167,17.99,0,0,0,0,0,0,1,1,1
0.99,2008,0.99,169,12.99,1,0,0,0,0,1,1,1,0
6.99,2010,2.99,110,21.99,0,0,0,0,1,0,0,0,1
2.99,2006,0.99,48,20.99,0,1,0,0,1,0,1,0,0
3.99,2010,2.99,166,10.99,0,0,1,0,1,0,0,0,1
0.99,2004,0.99,117,29.99,0,1,0,0,0,1,1,0,0
0.99,2008,0.99,117,19.99,0,1,0,0,0,1,0,0,1
2.99,2010,2.99,65,24.99,1,0,0,0,0,1,1,0,0
2.99,2009,2.99,123,26.99,1,0,0,0,0,0,1,0,1
0.99,2004,0.99,54,14.99,0,0,1,0,0,1,0,0,1
2.99,2006,0.99,97,14.99,0,1,0,0,1,1,0,1,0
5.99,2006,0.99,139,23.99,1,0,0,0,1,1,1,0,0
0.99,2004,0.99,171,9.99,0,0,0,1,0,0,1,1,0
1.99,2008,0.99,180,20.99,0,0,1,0,1,1,1,0,0
7.99,2009,4.99,113,16.99,0,0,0,0,1,1,1,1,1
1.99,2007,0.99,55,20.99,0,1,0,0,1,1,1,1,1
3.99,2005,2.99,107,20.99,0,0,0,0,1,0,0,1,1
0.99,2008,0.99,161,12.99,0,1,0,0,0,0,1,0,1
5.99,2008,4.99,58,12.99,0,0,0,1,1,1,0,1,0
7.99,2007,4.99,118,11.99,0,0,0,0,1,1,1,1,0
2.99,2008,2.99,119,12.99,0,0,1,0,0,0,1,0,0
0.99,2009,0.99,57,28.99,1,0,0,0,0,1,0,1,1
0.99,2009,0.99,171,13.99,0,0,0,0,0,0,0,0,1
8.99,2009,4.99,60,19.99,1,0,0,0,1,0,0,0,1
4.99,2006,4.99,173,14.99,0,0,0,1,0,0,0,1,0
4.99,2004,4.99,137,16.99,0,0,1,0,0,1,1,0,1
2.99,2004,0.99,72,14.99,0,1,0,0,1,1,1,1,1
2.99,2005,2.99,158,16.99,1,0,0,0,0,0,0,0,1
0.99,2008,0.99,164,27.99,0,0,0,1,0,1,1,0,0
0.99,2008,0.99,111,23.99,0,0,0,1,0,1,1,0,0
3.99,2006,0.99,148,22.99,0,0,0,1,1,1,0,0,1
4.99,2007,4.99,51,20.99,0,0,1,0,0,0,0,1,1
4.99,2007,4.99,59,24.99,0,0,1,0,0,1,1,0,0
2.99,2010,2.99,46,10.99,1,0,0,0,0,1,0,1,1
2.99,2005,2.99,137,25.99,0,1,0,0,0,1,1,0,1
2.99,2008,2.99,112,13.99,0,0,1,0,0,1,1,1,1
2.99,2008,2.99,95,13.99,0,0,0,1,0,1,1,1,0
5.99,2010,4.99,124,29.99,0,0,1,0,1,1,0,0,1
4.99,2005,0.99,130,15.99,0,1,0,0,1,1,0,0,0
2.99,2007,2.99,118,18.99,0,1,0,0,0,0,1,0,0
2.99,2007,2.99,144,24.99,0,0,1,0,0,0,1,1,1
4.99,2010,2.99,105,22.99,0,0,1,0,1,0,0,0,1
2.99,2010,2.99,90,25.99,1,0,0,0,0,1,0,1,1
5.99,2007,2.99,47,22.99,0,1,0,0,1,1,0,0,0
0.99,2008,0.99,118,15.99,0,1,0,0,0,1,0,1,0
8.99,2004,4.99,129,17.99,0,0,0,1,1,0,0,1,1
2.99,2004,2.99,107,13.99,0,0,1,0,0,1,0,1,0
4.99,2004,4.99,137,23.99,1,0,0,0,0,0,1,0,1
5.99,2006,4.99,161,22.99,0,0,0,1,1,0,0,0,1
4.99,2008,0.99,159,25.99,0,0,0,0,1,1,1,0,0
4.99,2008,4.99,85,22.99,0,0,0,0,0,1,1,1,0
2.99,2010,2.99,181,16.99,0,0,1,0,0,1,1,1,0
4.99,2010,4.99,83,14.99,0,0,1,0,0,1,0,1,0
7.99,2010,2.99,73,29.99,0,0,0,1,1,1,1,1,1
4.99,2006,0.99,98,12.99,0,0,0,1,1,0,1,1,0
2.99,2006,2.99,182,20.99,0,0,0,0,0,0,0,1,1
2.99,2006,2.99,49,11.99,0,1,0,0,0,1,0,1,1
1.99,2008,0.99,135,26.99,1,0,0,0,1,1,1,1,1
4.99,2008,4.99,114,21.99,0,1,0,0,0,1,0,0,1
0.99,2005,0.99,146,14.99,0,1,0,0,0,1,1,1,1
2.99,2009,2.99,115,29.99,0,1,0,0,0,0,0,1,0
5.99,2007,0.99,52,15.99,0,0,0,0,1,1,0,0,0
0.99,2010,0.99,171,13.99,0,0,1,0,0,1,0,1,0
2.99,2009,2.99,185,27.99,0,0,1,0,0,0,0,1,0
7.99,2004,2.99,66,21.99,0,1,0,0,1,1,1,1,0
4.99,2008,2.99,136,14.99,0,1,0,0,1,0,1,1,1
5.99,2006,4.99,80,25.99,0,1,0,0,1,1,1,1,1
4.99,2010,4.99,185,27.99,0,0,0,1,0,1,1,1,1
0.99,2007,0.99,137,21.99,0,1,0,0,0,1,1,0,0
6.99,2006,4.99,56,22.99,0,1,0,0,1,0,1,0,0
4.99,2006,4.99,133,19.99,1,0,0,0,0,1,0,1,0
0.99,2008,0.99,180,20.99,0,0,1,0,0,1,1,0,0
0.99,2004,0.99,129,15.99,0,1,0,0,0,1,0,1,1
6.99,2009,2.99,135,17.99,0,1,0,0,1,1,0,0,1
1.99,2008,0.99,153,20.99,0,0,0,1,1,1,0,1,0
2.99,2009,2.99,65,27.99,0,0,0,0,0,0,0,1,0
0.99,2009,0.99,83,20.99,0,1,0,0,0,0,1,1,0
2.99,2005,2.99,166,11.99,0,1,0,0,0,1,1,1,0
1.99,2005,0.99,105,23.99,1,0,0,0,1,1,0,1,1
1.99,2007,0.99,73,21.99,0,1,0,0,1,1,1,1,0
2.99,2005,2.99,146,21.99,0,0,0,1,0,1,1,0,0
0.99,2009,0.99,150,26.99,0,0,1,0,0,1,1,1,0
3.99,2009,0.99,143,27.99,0,0,1,0,1,0,1,1,1
2.99,2009,2.99,171,29.99,1,0,0,0,0,0,0,0,1
0.99,2007,0.99,88,20.99,0,0,0,1,0,0,0,1,0
4.99,2006,4.99,48,17.99,0,1,0,0,0,0,1,0,1
5.99,2008,4.99,183,27.99,1,0,0,0,1,0,1,1,0
4.99,2007,4.99,62,18.99,0,0,0,0,0,1,1,0,1
5.99,2010,4.99,67,14.99,0,1,0,0,1,1,1,1,0
5.99,2007,2.99,150,22.99,0,0,1,0,1,1,0,0,1
0.99,2008,0.99,84,25.99,0,0,1,0,0,0,1,1,1
4.99,2005,4.99,181,29.99,0,0,0,0,0,0,1,1,0
5.99,2005,4.99,112,14.99,0,0,0,1,1,0,0,0,1
6.99,2007,2.99,167,27.99,0,0,0,1,1,0,0,1,0
2.99,2004,2.99,178,23.99,0,0,0,1,0,1,0,0,0
1.99,2006,0.99,97,14.99,0,1,0,0,1,1,0,1,0
2.99,2009,2.99,178,19.99,0,0,0,0,0,1,0,0,1
5.99,2006,0.99,51,18.99,0,0,1,0,1,0,1,0,0
5.99,2010,0.99,149,29.99,0,0,1,0,1,0,0,0,1
8.99,2009,4.99,120,28.99,0,0,1,0,1,0,0,1,0
2.99,2008,2.99,129,15.99,0,0,0,0,0,1,0,0,1
2.99,2005,2.99,126,16.99,0,0,0,1,0,1,0,1,0
4.99,2006,4.99,185,14.99,0,0,0,0,0,0,1,0,0
2.99,2008,2.99,112,13.99,0,0,1,0,0,1,1,1,1
2.99,2010,2.99,180,23.99,1,0,0,0,0,1,0,0,1
2.99,2005,2.99,125,11.99,0,0,0,0,0,0,1,0,0
0.99,2004,0.99,92,20.99,1,0,0,0,0,1,0,0,0
2.99,2005,2.99,112,28.99,1,0,0,0,0,0,1,1,1
0.99,2004,0.99,105,10.99,1,0,0,0,0,0,1,0,0
0.99,2010,0.99,144,27.99,0,0,0,0,0,1,1,1,1
4.99,2010,4.99,167,24.99,0,0,1,0,0,0,1,0,0
1.99,2007,0.99,129,18.99,1,0,0,0,1,1,1,0,0
2.99,2006,2.99,84,23.99,1,0,0,0,0,1,0,0,1
2.99,2006,2.99,63,27.99,0,0,0,1,0,1,0,1,0
4.99,2006,4.99,135,19.99,0,0,1,0,0,0,0,1,0
6.99,2004,0.99,142,29.99,0,0,0,0,1,1,0,1,1
2.99,2007,2.99,85,12.99,0,1,0,0,0,1,1,0,0
2.99,2004,2.99,139,26.99,0,0,0,1,0,1,0,1,1
2.99,2008,2.99,136,14.99,0,1,0,0,0,1,0,0,0
5.99,2005,2.99,112,28.99,1,0,0,0,1,0,1,1,1
3.99,2009,2.99,168,11.99,1,0,0,0,1,1,1,0,1
2.99,2007,0.99,134,21.99,0,0,0,1,1,1,0,0,0
2.99,2004,0.99,171,9.99,0,0,0,1,1,0,1,1,0
5.99,2009,0.99,51,20.99,0,0,0,0,1,0,0,0,1
0.99,2007,0.99,129,18.99,1,0,0,0,0,1,1,0,0
3.99,2006,0.99,48,20.99,0,1,0,0,1,0,1,0,0
4.99,2009,0.99,137,18.99,0,0,0,1,1,1,0,0,1
0.99,2010,0.99,85,29.99,1,0,0,0,0,1,1,0,1
0.99,2006,0.99,86,9.99,0,0,1,0,0,1,0,0,0
8.99,2007,2.99,74,15.99,0,0,0,0,1,1,0,0,0
2.99,2010,2.99,69,18.99,1,0,0,0,0,1,0,1,1
2.99,2006,2.99,50,17.99,0,1,0,0,0,1,1,0,0
8.99,2006,4.99,178,11.99,0,0,1,0,1,1,0,1,1
2.99,2005,2.99,147,29.99,1,0,0,0,0,0,1,1,1
0.99,2008,0.99,111,23.99,0,0,0,1,0,1,1,0,0
6.99,2005,4.99,74,22.99,0,0,0,1,1,0,1,0,1
2.99,2006,2.99,69,17.99,0,0,1,0,0,0,1,0,1
4.99,2005,4.99,64,27.99,0,0,0,1,0,1,0,1,0
0.99,2010,0.99,98,22.99,0,0,0,1,0,0,0,1,0
4.99,2007,4.99,104,18.99,0,0,0,1,0,1,1,1,1
3.99,2008,2.99,130,22.99,0,0,0,0,1,0,1,0,0
5.99,2007,0.99,61,26.99,1,0,0,0,1,1,1,1,1
4.99,2007,4.99,136,25.99,1,0,0,0,0,0,0,1,0
6.99,2010,4.99,167,24.99,0,0,1,0,1,0,1,0,0
0.99,2010,0.99,115,20.99,0,0,0,1,0,0,1,1,0
9.99,2009,4.99,109,24.99,0,0,0,0,1,1,0,0,1
4.99,2010,2.99,65,24.99,1,0,0,0,1,1,1,0,0
1.99,2007,0.99,57,27.99,0,0,1,0,1,1,0,1,0
4.99,2008,4.99,127,15.99,0,0,0,1,0,0,1,0,0
6.99,2009,4.99,120,22.99,1,0,0,0,1,1,0,1,1
4.99,2005,4.99,85,18.99,0,0,0,0,0,1,1,1,1
6.99,2004,4.99,75,12.99,0,1,0,0,1,0,1,1,1
4.99,2007,0.99,79,20.99,0,0,1,0,1,1,0,0,0
5.99,2004,2.99,122,27.99,0,0,1,0,1,1,1,1,1
2.99,2010,2.99,155,25.99,1,0,0,0,0,1,1,0,0
0.99,2008,0.99,123,26.99,1,0,0,0,0,0,0,1,0
3.99,2006,0.99,175,16.99,0,1,0,0,1,1,1,1,1
0.99,2010,0.99,70,14.99,0,1,0,0,0,1,0,0,0
5.99,2009,2.99,121,25.99,1,0,0,0,1,1,1,0,0
6.99,2007,4.99,62,18.99,0,0,0,0,1,1,1,0,1
3.99,2010,0.99,58,17.99,0,0,0,0,1,1,0,1,1
0.99,2006,0.99,71,13.99,0,0,0,0,0,1,0,1,1
4.99,2010,4.99,162,23.99,0,0,1,0,0,0,1,1,1
3.99,2009,0.99,143,27.99,0,0,1,0,1,0,1,1,1
6.99,2007,0.99,128,9.99,0,1,0,0,1,1,1,1,0
4.99,2005,4.99,181,29.99,0,0,0,0,0,0,1,1,0
6.99,2009,2.99,113,13.99,1,0,0,0,1,1,1,1,1
4.99,2006,4.99,133,27.99,0,1,0,0,0,0,1,0,1
4.99,2006,4.99,64,14.99,0,0,1,0,0,0,1,0,1
3.99,2008,2.99,152,9.99,0,0,1,0,1,1,1,1,1
5.99,2007,2.99,145,23.99,0,0,0,1,1,0,0,0,1
4.99,2009,4.99,98,15.99,0,0,1,0,0,1,1,0,1
0.99,2006,0.99,76,21.99,0,0,1,0,0,1,0,0,1
4.99,2009,4.99,92,16.99,1,0,0,0,0,0,1,1,1
2.99,2006,0.99,86,9.99,0,0,1,0,1,1,0,0,0
6.99,2007,4.99,62,18.99,0,0,0,0,1,1,1,0,1
2.99,2006,0.99,72,20.99,0,0,0,1,1,1,0,1,0
3.99,2006,0.99,181,10.99,0,0,0,0,1,0,1,0,0
3.99,2007,0.99,177,28.99,0,0,0,1,1,1,1,1,0
2.99,2004,2.99,137,22.99,0,0,0,1,0,1,0,1,1
4.99,2010,4.99,79,24.99,0,0,0,1,0,1,1,0,1
4.99,2007,4.99,150,19.99,0,1,0,0,0,1,1,0,1
2.99,2004,0.99,165,29.99,0,0,1,0,1,1,1,0,0
0.99,2005,0.99,157,21.99,1,0,0,0,0,1,0,1,0
4.99,2006,4.99,77,9.99,1,0,0,0,0,0,1,1,0
6.99,2005,0.99,69,13.99,0,0,0,0,1,0,0,0,1
2.99,2006,2.99,143,21.99,0,0,0,1,0,0,0,1,1
0.99,2008,0.99,85,26.99,0,0,0,1,0,1,1,0,0
4.99,2007,4.99,113,14.99,0,1,0,0,0,1,0,1,1
2.99,2004,2.99,172,13.99,1,0,0,0,0,1,1,1,1
4.99,2010,4.99,127,21.99,0,0,0,1,0,1,0,0,0
0.99,2007,0.99,157,27.99,1,0,0,0,0,1,1,1,1
5.99,2006,4.99,112,12.99,1,0,0,0,1,0,1,1,0
4.99,2005,4.99,61,18.99,0,0,1,0,0,1,0,1,0
6.99,2005,2.99,76,19.99,1,0,0,0,1,0,0,1,1
2.99,2007,2.99,102,10.99,0,0,0,1,0,1,0,0,1
2.99,2005,2.99,93,12.99,0,1,0,0,0,1,0,0,1
4.99,2004,4.99,99,11.99,0,1,0,0,0,1,0,1,0
6.99,2007,4.99,121,26.99,0,1,0,0,1,0,0,0,1
4.99,2006,4.99,109,10.99,1,0,0,0,0,0,0,0,1
2.99,2006,2.99,104,15.99,0,0,0,1,0,0,0,0,1
3.99,2009,2.99,74,14.99,0,0,1,0,1,0,0,0,1
0.99,2010,0.99,170,26.99,1,0,0,0,0,0,1,1,0
4.99,2007,4.99,62,18.99,0,0,0,0,0,1,1,0,1
3.99,2010,0.99,126,14.99,0,0,0,1,1,1,1,0,0
4.99,2010,4.99,173,18.99,0,0,0,1,0,1,0,0,0
2.99,2008,0.99,178,27.99,0,0,1,0,1,0,1,1,0
0.99,2006,0.99,113,14.99,0,0,0,1,0,0,1,0,0
0.99,2010,0.99,144,25.99,0,0,0,0,0,0,0,1,1
4.99,2006,4.99,109,10.99,1,0,0,0,0,0,0,0,1
0.99,2005,0.99,92,21.99,1,0,0,0,0,0,0,1,1
8.99,2008,4.99,89,22.99,0,0,0,1,1,0,1,1,0
4.99,2010,4.99,138,9.99,0,1,0,0,0,0,0,1,0
5.99,2009,2.99,80,26.99,0,0,0,0,1,1,0,0,0
5.99,2008,0.99,84,29.99,0,0,0,1,1,1,1,0,1
4.99,2006,4.99,132,10.99,0,0,1,0,0,1,0,0,1
1.99,2008,0.99,178,27.99,0,0,1,0,1,0,1,1,0
4.99,2008,2.99,95,13.99,0,0,0,1,1,1,1,1,0
4.99,2009,4.99,120,22.99,1,0,0,0,0,1,0,1,1
4.99,2007,0.99,137,21.99,0,1,0,0,1,1,1,0,0
2.99,2010,2.99,185,27.99,0,0,0,1,0,0,1,0,0
2.99,2005,2.99,112,28.99,1,0,0,0,0,0,1,1,1
4.99,2006,4.99,64,14.99,0,0,1,0,0,0,1,0,1
3.99,2005,0.99,135,20.99,0,0,0,0,1,1,1,0,0
3.99,2006,0.99,98,29.99,0,0,0,1,1,1,1,1,1
0.99,2004,0.99,166,14.99,0,0,0,1,0,1,1,0,1
4.99,2007,2.99,185,25.99,0,0,1,0,1,1,0,1,1
0.99,2007,0.99,113,20.99,0,1,0,0,0,0,1,1,1
3.99,2005,2.99,147,29.99,1,0,0,0,1,0,1,1,1
0.99,2008,0.99,159,25.99,0,0,0,0,0,1,1,0,0
4.99,2007,4.99,123,21.99,1,0,0,0,0,1,0,1,1
7.99,2004,4.99,185,11.99,0,0,1,0,1,0,1,1,0
7.99,2007,4.99,184,12.99,0,0,0,0,1,1,1,0,0
4.99,2006,4.99,180,13.99,1,0,0,0,0,0,0,0,1
6.99,2009,2.99,71,29.99,0,0,0,1,1,0,1,1,0
5.99,2006,2.99,167,17.99,0,0,0,0,1,0,1,1,1
2.99,2006,2.99,79,15.99,0,0,1,0,0,1,0,1,1
2.99,2006,2.99,130,28.99,0,0,0,0,0,0,1,0,0
4.99,2008,2.99,70,22.99,0,0,0,1,1,0,1,1,1
6.99,2008,2.99,139,14.99,0,0,0,1,1,1,1,1,0
0.99,2007,0.99,137,21.99,0,1,0,0,0,1,1,0,0
0.99,2005,0.99,150,21.99,1,0,0,0,0,1,0,1,1
8.99,2010,4.99,175,11.99,1,0,0,0,1,1,0,1,1
8.99,2005,2.99,85,21.99,0,0,0,1,1,1,0,0,0
3.99,2009,0.99,176,22.99,0,0,0,0,1,1,1,0,1
2.99,2007,0.99,87,25.99,1,0,0,0,1,0,1,1,0
4.99,2009,4.99,92,16.99,1,0,0,0,0,0,1,1,1
2.99,2004,2.99,85,14.99,1,0,0,0,0,0,1,0,1
2.99,2008,2.99,130,22.99,0,0,0,0,0,0,1,0,0
4.99,2006,4.99,109,10.99,1,0,0,0,0,0,0,0,1
1.99,2004,0.99,82,14.99,0,0,0,1,1,1,0,1,0
5.99,2009,4.99,161,26.99,0,0,0,0,1,0,1,1,0
0.99,2010,0.99,78,26.99,1,0,0,0,0,1,1,0,0
6.99,2006,4.99,56,22.99,0,1,0,0,1,0,1,0,0
2.99,2006,2.99,131,23.99,1,0,0,0,0,1,0,0,0
0.99,2007,0.99,184,18.99,0,0,0,1,0,0,0,1,0
2.99,2008,2.99,85,18.99,0,1,0,0,0,1,1,1,0
6.99,2007,2.99,169,17.99,0,1,0,0,1,0,1,0,0
4.99,2006,0.99,82,13.99,0,1,0,0,1,1,1,0,0
1.99,2005,0.99,132,21.99,0,1,0,0,1,1,0,1,1
0.99,2007,0.99,162,19.99,0,0,1,0,0,1,0,1,0
0.99,2008,0.99,111,23.99,0,0,0,1,0,1,1,0,0
2.99,2004,2.99,79,12.99,0,0,0,0,0,1,1,1,0
0.99,2008,0.99,99,10.99,0,0,0,0,0,1,0,0,0
0.99,2007,0.99,103,24.99,0,0,0,0,0,1,0,0,0
0.99,2010,0.99,81,28.99,1,0,0,0,0,1,0,0,0
0.99,2010,0.99,64,17.99,1,0,0,0,0,0,1,1,0
0.99,2009,0.99,139,22.99,0,0,1,0,0,0,0,1,1
5.99,2006,2.99,84,16.99,0,1,0,0,1,0,0,0,1
0.99,2009,0.99,48,28.99,1,0,0,0,0,0,0,1,1
0.99,2007,0.99,69,29.99,0,0,0,0,0,0,1,1,0
1.99,2004,0.99,142,29.99,0,0,0,0,1,1,0,1,1
6.99,2004,4.99,137,23.99,1,0,0,0,1,0,1,0,1
2.99,2005,0.99,151,12.99,0,0,1,0,1,0,0,1,1
9.99,2006,4.99,48,17.99,0,1,0,0,1,0,1,0,1
0.99,2010,0.99,70,16.99,1,0,0,0,0,0,1,1,0
3.99,2009,0.99,103,27.99,1,0,0,0,1,1,1,0,1
6.99,2008,4.99,183,27.99,1,0,0,0,1,0,1,1,0
4.99,2010,4.99,112,14.99,0,0,0,0,0,0,1,0,1
0.99,2004,0.99,139,25.99,0,0,0,1,0,0,1,1,0
0.99,2010,0.99,81,28.99,1,0,0,0,0,1,0,0,0
5.99,2004,4.99,58,10.99,0,1,0,0,1,1,0,1,1
2.99,2004,0.99,117,29.99,0,1,0,0,1,1,1,0,0
6.99,2004,2.99,131,28.99,0,0,0,1,1,0,1,0,0
4.99,2006,4.99,112,19.99,0,0,0,1,0,1,0,1,0
2.99,2009,0.99,139,22.99,0,0,1,0,1,0,0,1,1
4.99,2009,4.99,147,28.99,1,0,0,0,0,0,1,1,1
2.99,2010,2.99,71,29.99,1,0,0,0,0,1,1,0,0
5.99,2006,4.99,151,21.99,0,0,1,0,1,1,0,0,0
6.99,2008,4.99,149,22.99,0,0,1,0,1,0,1,1,0
2.99,2007,2.99,152,21.99,1,0,0,0,0,1,0,1,1
5.99,2004,4.99,80,20.99,0,1,0,0,1,0,1,0,1
5.99,2007,4.99,113,21.99,0,0,1,0,1,1,0,1,0
3.99,2010,2.99,105,22.99,0,0,1,0,1,0,0,0,1
3.99,2010,0.99,85,11.99,0,1,0,0,1,0,1,1,1
